Route_ID,Origin,Destination,,Distance,Shift,Demand,Travel_Time,Bus_Type,Bus_Capacity
19,Stop_25,Stop_13,"Stop_25, Stop_23, Stop_34, Stop_14, Stop_9, Stop_13",8,Evening Off-Peak,21,15.26,I,60
19,Stop_25,Stop_13,"Stop_25, Stop_23, Stop_34, Stop_14, Stop_9, Stop_13",8,Evening Off-Peak,53,15.26,II,90
20,Stop_13,Stop_12,"Stop_13, Stop_1, Stop_29, Stop_14, Stop_8, Stop_23, Stop_27, Stop_39, Stop_3, Stop_12",21,Morning Peak,32,24.95,I,60
20,Stop_13,Stop_12,"Stop_13, Stop_1, Stop_29, Stop_14, Stop_8, Stop_23, Stop_27, Stop_39, Stop_3, Stop_12",21,Morning Peak,48,24.95,II,90
20,Stop_13,Stop_12,"Stop_13, Stop_1, Stop_29, Stop_14, Stop_8, Stop_23, Stop_27, Stop_39, Stop_3, Stop_12",21,Morning Off-Peak,36,24.95,I,60
20,Stop_13,Stop_12,"Stop_13, Stop_1, Stop_29, Stop_14, Stop_8, Stop_23, Stop_27, Stop_39, Stop_3, Stop_12",21,Morning Off-Peak,59,24.95,II,90
20,Stop_13,Stop_12,"Stop_13, Stop_1, Stop_29, Stop_14, Stop_8, Stop_23, Stop_27, Stop_39, Stop_3, Stop_12",21,Evening Peak,27,24.95,I,60
20,Stop_13,Stop_12,"Stop_13, Stop_1, Stop_29, Stop_14, Stop_8, Stop_23, Stop_27, Stop_39, Stop_3, Stop_12",21,Evening Peak,47,24.95,II,90
20,Stop_13,Stop_12,"Stop_13, Stop_1, Stop_29, Stop_14, Stop_8, Stop_23, Stop_27, Stop_39, Stop_3, Stop_12",21,Evening Off-Peak,33,24.95,I,60
20,Stop_13,Stop_12,"Stop_13, Stop_1, Stop_29, Stop_14, Stop_8, Stop_23, Stop_27, Stop_39, Stop_3, Stop_12",21,Evening Off-Peak,44,24.95,II,90
21,Stop_12,Stop_14,"Stop_12, Stop_34, Stop_14, Stop_15, Stop_8, Stop_11, Stop_31, Stop_18, Stop_23, Stop_12, Stop_14",21,Morning Peak,37,22.23,I,60
21,Stop_12,Stop_14,"Stop_12, Stop_34, Stop_14, Stop_15, Stop_8, Stop_11, Stop_31, Stop_18, Stop_23, Stop_12, Stop_14",21,Morning Peak,52,22.23,II,90
21,Stop_12,Stop_14,"Stop_12, Stop_34, Stop_14, Stop_15, Stop_8, Stop_11, Stop_31, Stop_18, Stop_23, Stop_12, Stop_14",21,Morning Off-Peak,25,22.23,I,60
21,Stop_12,Stop_14,"Stop_12, Stop_34, Stop_14, Stop_15, Stop_8, Stop_11, Stop_31, Stop_18, Stop_23, Stop_12, Stop_14",21,Morning Off-Peak,58,22.23,II,90
21,Stop_12,Stop_14,"Stop_12, Stop_34, Stop_14, Stop_15, Stop_8, Stop_11, Stop_31, Stop_18, Stop_23, Stop_12, Stop_14",21,Evening Peak,20,22.23,I,60
21,Stop_12,Stop_14,"Stop_12, Stop_34, Stop_14, Stop_15, Stop_8, Stop_11, Stop_31, Stop_18, Stop_23, Stop_12, Stop_14",21,Evening Peak,56,22.23,II,90
21,Stop_12,Stop_14,"Stop_12, Stop_34, Stop_14, Stop_15, Stop_8, Stop_11, Stop_31, Stop_18, Stop_23, Stop_12, Stop_14",21,Evening Off-Peak,23,22.23,I,60
21,Stop_12,Stop_14,"Stop_12, Stop_34, Stop_14, Stop_15, Stop_8, Stop_11, Stop_31, Stop_18, Stop_23, Stop_12, Stop_14",21,Evening Off-Peak,42,22.23,II,90
22,Stop_14,Stop_26,"Stop_14, Stop_17, Stop_29, Stop_10, Stop_23, Stop_25, Stop_33, Stop_12, Stop_26, Stop_37, Stop_27, Stop_26",19,Morning Peak,30,29.67,I,60
22,Stop_14,Stop_26,"Stop_14, Stop_17, Stop_29, Stop_10, Stop_23, Stop_25, Stop_33, Stop_12, Stop_26, Stop_37, Stop_27, Stop_26",19,Morning Peak,53,29.67,II,90
22,Stop_14,Stop_26,"Stop_14, Stop_17, Stop_29, Stop_10, Stop_23, Stop_25, Stop_33, Stop_12, Stop_26, Stop_37, Stop_27, Stop_26",19,Morning Off-Peak,23,29.67,I,60
22,Stop_14,Stop_26,"Stop_14, Stop_17, Stop_29, Stop_10, Stop_23, Stop_25, Stop_33, Stop_12, Stop_26, Stop_37, Stop_27, Stop_26",19,Morning Off-Peak,38,29.67,II,90
22,Stop_14,Stop_26,"Stop_14, Stop_17, Stop_29, Stop_10, Stop_23, Stop_25, Stop_33, Stop_12, Stop_26, Stop_37, Stop_27, Stop_26",19,Evening Peak,38,29.67,I,60
22,Stop_14,Stop_26,"Stop_14, Stop_17, Stop_29, Stop_10, Stop_23, Stop_25, Stop_33, Stop_12, Stop_26, Stop_37, Stop_27, Stop_26",19,Evening Peak,46,29.67,II,90
22,Stop_14,Stop_26,"Stop_14, Stop_17, Stop_29, Stop_10, Stop_23, Stop_25, Stop_33, Stop_12, Stop_26, Stop_37, Stop_27, Stop_26",19,Evening Off-Peak,26,29.67,I,60
22,Stop_14,Stop_26,"Stop_14, Stop_17, Stop_29, Stop_10, Stop_23, Stop_25, Stop_33, Stop_12, Stop_26, Stop_37, Stop_27, Stop_26",19,Evening Off-Peak,32,29.67,II,90
23,Stop_26,Stop_24,"Stop_26, Stop_7, Stop_13, Stop_37, Stop_18, Stop_24",8,Morning Peak,35,18.8,I,60
23,Stop_26,Stop_24,"Stop_26, Stop_7, Stop_13, Stop_37, Stop_18, Stop_24",8,Morning Peak,60,18.8,II,90
23,Stop_26,Stop_24,"Stop_26, Stop_7, Stop_13, Stop_37, Stop_18, Stop_24",8,Morning Off-Peak,20,18.8,I,60
23,Stop_26,Stop_24,"Stop_26, Stop_7, Stop_13, Stop_37, Stop_18, Stop_24",8,Morning Off-Peak,42,18.8,II,90
23,Stop_26,Stop_24,"Stop_26, Stop_7, Stop_13, Stop_37, Stop_18, Stop_24",8,Evening Peak,27,18.8,I,60
23,Stop_26,Stop_24,"Stop_26, Stop_7, Stop_13, Stop_37, Stop_18, Stop_24",8,Evening Peak,32,18.8,II,90
23,Stop_26,Stop_24,"Stop_26, Stop_7, Stop_13, Stop_37, Stop_18, Stop_24",8,Evening Off-Peak,31,18.8,I,60
23,Stop_26,Stop_24,"Stop_26, Stop_7, Stop_13, Stop_37, Stop_18, Stop_24",8,Evening Off-Peak,51,18.8,II,90
24,Stop_24,Stop_31,"Stop_24, Stop_17, Stop_14, Stop_38, Stop_24, Stop_13, Stop_10, Stop_2, Stop_36, Stop_37, Stop_35, Stop_22, Stop_31",7,Morning Peak,34,13.95,I,60
24,Stop_24,Stop_31,"Stop_24, Stop_17, Stop_14, Stop_38, Stop_24, Stop_13, Stop_10, Stop_2, Stop_36, Stop_37, Stop_35, Stop_22, Stop_31",7,Morning Peak,51,13.95,II,90
24,Stop_24,Stop_31,"Stop_24, Stop_17, Stop_14, Stop_38, Stop_24, Stop_13, Stop_10, Stop_2, Stop_36, Stop_37, Stop_35, Stop_22, Stop_31",7,Morning Off-Peak,30,13.95,I,60
24,Stop_24,Stop_31,"Stop_24, Stop_17, Stop_14, Stop_38, Stop_24, Stop_13, Stop_10, Stop_2, Stop_36, Stop_37, Stop_35, Stop_22, Stop_31",7,Morning Off-Peak,57,13.95,II,90
24,Stop_24,Stop_31,"Stop_24, Stop_17, Stop_14, Stop_38, Stop_24, Stop_13, Stop_10, Stop_2, Stop_36, Stop_37, Stop_35, Stop_22, Stop_31",7,Evening Peak,39,13.95,I,60
24,Stop_24,Stop_31,"Stop_24, Stop_17, Stop_14, Stop_38, Stop_24, Stop_13, Stop_10, Stop_2, Stop_36, Stop_37, Stop_35, Stop_22, Stop_31",7,Evening Peak,44,13.95,II,90
24,Stop_24,Stop_31,"Stop_24, Stop_17, Stop_14, Stop_38, Stop_24, Stop_13, Stop_10, Stop_2, Stop_36, Stop_37, Stop_35, Stop_22, Stop_31",7,Evening Off-Peak,31,13.95,I,60
24,Stop_24,Stop_31,"Stop_24, Stop_17, Stop_14, Stop_38, Stop_24, Stop_13, Stop_10, Stop_2, Stop_36, Stop_37, Stop_35, Stop_22, Stop_31",7,Evening Off-Peak,39,13.95,II,90
25,Stop_31,Stop_19,"Stop_31, Stop_7, Stop_32, Stop_37, Stop_6, Stop_19",25,Morning Peak,26,26.05,I,60
25,Stop_31,Stop_19,"Stop_31, Stop_7, Stop_32, Stop_37, Stop_6, Stop_19",25,Morning Peak,41,26.05,II,90
25,Stop_31,Stop_19,"Stop_31, Stop_7, Stop_32, Stop_37, Stop_6, Stop_19",25,Morning Off-Peak,32,26.05,I,60
25,Stop_31,Stop_19,"Stop_31, Stop_7, Stop_32, Stop_37, Stop_6, Stop_19",25,Morning Off-Peak,48,26.05,II,90
25,Stop_31,Stop_19,"Stop_31, Stop_7, Stop_32, Stop_37, Stop_6, Stop_19",25,Evening Peak,27,26.05,I,60
25,Stop_31,Stop_19,"Stop_31, Stop_7, Stop_32, Stop_37, Stop_6, Stop_19",25,Evening Peak,53,26.05,II,90
25,Stop_31,Stop_19,"Stop_31, Stop_7, Stop_32, Stop_37, Stop_6, Stop_19",25,Evening Off-Peak,23,26.05,I,60
25,Stop_31,Stop_19,"Stop_31, Stop_7, Stop_32, Stop_37, Stop_6, Stop_19",25,Evening Off-Peak,58,26.05,II,90
26,Stop_19,Stop_23,"Stop_19, Stop_17, Stop_15, Stop_28, Stop_11, Stop_5, Stop_23, Stop_20, Stop_26, Stop_22, Stop_4, Stop_32, Stop_9, Stop_23",16,Morning Peak,29,29.92,I,60
26,Stop_19,Stop_23,"Stop_19, Stop_17, Stop_15, Stop_28, Stop_11, Stop_5, Stop_23, Stop_20, Stop_26, Stop_22, Stop_4, Stop_32, Stop_9, Stop_23",16,Morning Peak,60,29.92,II,90
26,Stop_19,Stop_23,"Stop_19, Stop_17, Stop_15, Stop_28, Stop_11, Stop_5, Stop_23, Stop_20, Stop_26, Stop_22, Stop_4, Stop_32, Stop_9, Stop_23",16,Morning Off-Peak,27,29.92,I,60
26,Stop_19,Stop_23,"Stop_19, Stop_17, Stop_15, Stop_28, Stop_11, Stop_5, Stop_23, Stop_20, Stop_26, Stop_22, Stop_4, Stop_32, Stop_9, Stop_23",16,Morning Off-Peak,57,29.92,II,90
26,Stop_19,Stop_23,"Stop_19, Stop_17, Stop_15, Stop_28, Stop_11, Stop_5, Stop_23, Stop_20, Stop_26, Stop_22, Stop_4, Stop_32, Stop_9, Stop_23",16,Evening Peak,36,29.92,I,60
26,Stop_19,Stop_23,"Stop_19, Stop_17, Stop_15, Stop_28, Stop_11, Stop_5, Stop_23, Stop_20, Stop_26, Stop_22, Stop_4, Stop_32, Stop_9, Stop_23",16,Evening Peak,53,29.92,II,90
26,Stop_19,Stop_23,"Stop_19, Stop_17, Stop_15, Stop_28, Stop_11, Stop_5, Stop_23, Stop_20, Stop_26, Stop_22, Stop_4, Stop_32, Stop_9, Stop_23",16,Evening Off-Peak,34,29.92,I,60
26,Stop_19,Stop_23,"Stop_19, Stop_17, Stop_15, Stop_28, Stop_11, Stop_5, Stop_23, Stop_20, Stop_26, Stop_22, Stop_4, Stop_32, Stop_9, Stop_23",16,Evening Off-Peak,47,29.92,II,90
27,Stop_23,Stop_15,"Stop_23, Stop_34, Stop_38, Stop_15, Stop_11, Stop_33, Stop_27, Stop_15",25,Morning Peak,25,30,I,60
27,Stop_23,Stop_15,"Stop_23, Stop_34, Stop_38, Stop_15, Stop_11, Stop_33, Stop_27, Stop_15",25,Morning Peak,59,30,II,90
27,Stop_23,Stop_15,"Stop_23, Stop_34, Stop_38, Stop_15, Stop_11, Stop_33, Stop_27, Stop_15",25,Morning Off-Peak,33,30,I,60
27,Stop_23,Stop_15,"Stop_23, Stop_34, Stop_38, Stop_15, Stop_11, Stop_33, Stop_27, Stop_15",25,Morning Off-Peak,32,30,II,90
27,Stop_23,Stop_15,"Stop_23, Stop_34, Stop_38, Stop_15, Stop_11, Stop_33, Stop_27, Stop_15",25,Evening Peak,27,30,I,60
27,Stop_23,Stop_15,"Stop_23, Stop_34, Stop_38, Stop_15, Stop_11, Stop_33, Stop_27, Stop_15",25,Evening Peak,41,30,II,90
27,Stop_23,Stop_15,"Stop_23, Stop_34, Stop_38, Stop_15, Stop_11, Stop_33, Stop_27, Stop_15",25,Evening Off-Peak,30,30,I,60
27,Stop_23,Stop_15,"Stop_23, Stop_34, Stop_38, Stop_15, Stop_11, Stop_33, Stop_27, Stop_15",25,Evening Off-Peak,57,30,II,90
28,Stop_15,Stop_26,"Stop_15, Stop_11, Stop_25, Stop_12, Stop_26, Stop_37, Stop_35, Stop_26",22,Morning Peak,25,26.06,I,60
28,Stop_15,Stop_26,"Stop_15, Stop_11, Stop_25, Stop_12, Stop_26, Stop_37, Stop_35, Stop_26",22,Morning Peak,35,26.06,II,90
28,Stop_15,Stop_26,"Stop_15, Stop_11, Stop_25, Stop_12, Stop_26, Stop_37, Stop_35, Stop_26",22,Morning Off-Peak,21,26.06,I,60
28,Stop_15,Stop_26,"Stop_15, Stop_11, Stop_25, Stop_12, Stop_26, Stop_37, Stop_35, Stop_26",22,Morning Off-Peak,50,26.06,II,90
28,Stop_15,Stop_26,"Stop_15, Stop_11, Stop_25, Stop_12, Stop_26, Stop_37, Stop_35, Stop_26",22,Evening Peak,27,26.06,I,60
28,Stop_15,Stop_26,"Stop_15, Stop_11, Stop_25, Stop_12, Stop_26, Stop_37, Stop_35, Stop_26",22,Evening Peak,59,26.06,II,90
28,Stop_15,Stop_26,"Stop_15, Stop_11, Stop_25, Stop_12, Stop_26, Stop_37, Stop_35, Stop_26",22,Evening Off-Peak,20,26.06,I,60
28,Stop_15,Stop_26,"Stop_15, Stop_11, Stop_25, Stop_12, Stop_26, Stop_37, Stop_35, Stop_26",22,Evening Off-Peak,56,26.06,II,90
29,Stop_26,Stop_32,"Stop_26, Stop_10, Stop_28, Stop_36, Stop_37, Stop_21, Stop_9, Stop_32",28,Morning Peak,27,24.63,I,60
29,Stop_26,Stop_32,"Stop_26, Stop_10, Stop_28, Stop_36, Stop_37, Stop_21, Stop_9, Stop_32",28,Morning Peak,45,24.63,II,90
29,Stop_26,Stop_32,"Stop_26, Stop_10, Stop_28, Stop_36, Stop_37, Stop_21, Stop_9, Stop_32",28,Morning Off-Peak,22,24.63,I,60
29,Stop_26,Stop_32,"Stop_26, Stop_10, Stop_28, Stop_36, Stop_37, Stop_21, Stop_9, Stop_32",28,Morning Off-Peak,39,24.63,II,90
29,Stop_26,Stop_32,"Stop_26, Stop_10, Stop_28, Stop_36, Stop_37, Stop_21, Stop_9, Stop_32",28,Evening Peak,21,24.63,I,60
29,Stop_26,Stop_32,"Stop_26, Stop_10, Stop_28, Stop_36, Stop_37, Stop_21, Stop_9, Stop_32",28,Evening Peak,54,24.63,II,90
29,Stop_26,Stop_32,"Stop_26, Stop_10, Stop_28, Stop_36, Stop_37, Stop_21, Stop_9, Stop_32",28,Evening Off-Peak,22,24.63,I,60
29,Stop_26,Stop_32,"Stop_26, Stop_10, Stop_28, Stop_36, Stop_37, Stop_21, Stop_9, Stop_32",28,Evening Off-Peak,59,24.63,II,90
30,Stop_32,Stop_17,"Stop_32, Stop_17, Stop_1, Stop_29, Stop_14, Stop_18, Stop_20, Stop_27, Stop_26, Stop_4, Stop_17",24,Morning Peak,30,26.66,I,60
30,Stop_32,Stop_17,"Stop_32, Stop_17, Stop_1, Stop_29, Stop_14, Stop_18, Stop_20, Stop_27, Stop_26, Stop_4, Stop_17",24,Morning Peak,55,26.66,II,90
30,Stop_32,Stop_17,"Stop_32, Stop_17, Stop_1, Stop_29, Stop_14, Stop_18, Stop_20, Stop_27, Stop_26, Stop_4, Stop_17",24,Morning Off-Peak,21,26.66,I,60
30,Stop_32,Stop_17,"Stop_32, Stop_17, Stop_1, Stop_29, Stop_14, Stop_18, Stop_20, Stop_27, Stop_26, Stop_4, Stop_17",24,Morning Off-Peak,33,26.66,II,90
30,Stop_32,Stop_17,"Stop_32, Stop_17, Stop_1, Stop_29, Stop_14, Stop_18, Stop_20, Stop_27, Stop_26, Stop_4, Stop_17",24,Evening Peak,38,26.66,I,60
30,Stop_32,Stop_17,"Stop_32, Stop_17, Stop_1, Stop_29, Stop_14, Stop_18, Stop_20, Stop_27, Stop_26, Stop_4, Stop_17",24,Evening Peak,55,26.66,II,90
30,Stop_32,Stop_17,"Stop_32, Stop_17, Stop_1, Stop_29, Stop_14, Stop_18, Stop_20, Stop_27, Stop_26, Stop_4, Stop_17",24,Evening Off-Peak,26,26.66,I,60
30,Stop_32,Stop_17,"Stop_32, Stop_17, Stop_1, Stop_29, Stop_14, Stop_18, Stop_20, Stop_27, Stop_26, Stop_4, Stop_17",24,Evening Off-Peak,55,26.66,II,90
31,Stop_17,Stop_14,"Stop_17, Stop_29, Stop_19, Stop_15, Stop_28, Stop_8, Stop_20, Stop_27, Stop_39, Stop_4, Stop_14",19,Morning Peak,20,25.21,I,60
31,Stop_17,Stop_14,"Stop_17, Stop_29, Stop_19, Stop_15, Stop_28, Stop_8, Stop_20, Stop_27, Stop_39, Stop_4, Stop_14",19,Morning Peak,56,25.21,II,90
31,Stop_17,Stop_14,"Stop_17, Stop_29, Stop_19, Stop_15, Stop_28, Stop_8, Stop_20, Stop_27, Stop_39, Stop_4, Stop_14",19,Morning Off-Peak,21,25.21,I,60
31,Stop_17,Stop_14,"Stop_17, Stop_29, Stop_19, Stop_15, Stop_28, Stop_8, Stop_20, Stop_27, Stop_39, Stop_4, Stop_14",19,Morning Off-Peak,39,25.21,II,90
31,Stop_17,Stop_14,"Stop_17, Stop_29, Stop_19, Stop_15, Stop_28, Stop_8, Stop_20, Stop_27, Stop_39, Stop_4, Stop_14",19,Evening Peak,36,25.21,I,60
31,Stop_17,Stop_14,"Stop_17, Stop_29, Stop_19, Stop_15, Stop_28, Stop_8, Stop_20, Stop_27, Stop_39, Stop_4, Stop_14",19,Evening Peak,49,25.21,II,90
31,Stop_17,Stop_14,"Stop_17, Stop_29, Stop_19, Stop_15, Stop_28, Stop_8, Stop_20, Stop_27, Stop_39, Stop_4, Stop_14",19,Evening Off-Peak,28,25.21,I,60
31,Stop_17,Stop_14,"Stop_17, Stop_29, Stop_19, Stop_15, Stop_28, Stop_8, Stop_20, Stop_27, Stop_39, Stop_4, Stop_14",19,Evening Off-Peak,57,25.21,II,90
32,Stop_14,Stop_35,"Stop_14, Stop_38, Stop_28, Stop_7, Stop_20, Stop_12, Stop_36, Stop_21, Stop_39, Stop_4, Stop_3, Stop_22, Stop_35",19,Morning Peak,32,26.4,I,60
32,Stop_14,Stop_35,"Stop_14, Stop_38, Stop_28, Stop_7, Stop_20, Stop_12, Stop_36, Stop_21, Stop_39, Stop_4, Stop_3, Stop_22, Stop_35",19,Morning Peak,59,26.4,II,90
32,Stop_14,Stop_35,"Stop_14, Stop_38, Stop_28, Stop_7, Stop_20, Stop_12, Stop_36, Stop_21, Stop_39, Stop_4, Stop_3, Stop_22, Stop_35",19,Morning Off-Peak,35,26.4,I,60
32,Stop_14,Stop_35,"Stop_14, Stop_38, Stop_28, Stop_7, Stop_20, Stop_12, Stop_36, Stop_21, Stop_39, Stop_4, Stop_3, Stop_22, Stop_35",19,Morning Off-Peak,54,26.4,II,90
32,Stop_14,Stop_35,"Stop_14, Stop_38, Stop_28, Stop_7, Stop_20, Stop_12, Stop_36, Stop_21, Stop_39, Stop_4, Stop_3, Stop_22, Stop_35",19,Evening Peak,34,26.4,I,60
32,Stop_14,Stop_35,"Stop_14, Stop_38, Stop_28, Stop_7, Stop_20, Stop_12, Stop_36, Stop_21, Stop_39, Stop_4, Stop_3, Stop_22, Stop_35",19,Evening Peak,45,26.4,II,90
32,Stop_14,Stop_35,"Stop_14, Stop_38, Stop_28, Stop_7, Stop_20, Stop_12, Stop_36, Stop_21, Stop_39, Stop_4, Stop_3, Stop_22, Stop_35",19,Evening Off-Peak,27,26.4,I,60
32,Stop_14,Stop_35,"Stop_14, Stop_38, Stop_28, Stop_7, Stop_20, Stop_12, Stop_36, Stop_21, Stop_39, Stop_4, Stop_3, Stop_22, Stop_35",19,Evening Off-Peak,52,26.4,II,90
33,Stop_35,Stop_37,"Stop_35, Stop_17, Stop_32, Stop_11, Stop_9, Stop_37",14,Morning Peak,36,27.75,I,60
33,Stop_35,Stop_37,"Stop_35, Stop_17, Stop_32, Stop_11, Stop_9, Stop_37",14,Morning Peak,44,27.75,II,90
33,Stop_35,Stop_37,"Stop_35, Stop_17, Stop_32, Stop_11, Stop_9, Stop_37",14,Morning Off-Peak,24,27.75,I,60
33,Stop_35,Stop_37,"Stop_35, Stop_17, Stop_32, Stop_11, Stop_9, Stop_37",14,Morning Off-Peak,54,27.75,II,90
33,Stop_35,Stop_37,"Stop_35, Stop_17, Stop_32, Stop_11, Stop_9, Stop_37",14,Evening Peak,28,27.75,I,60
33,Stop_35,Stop_37,"Stop_35, Stop_17, Stop_32, Stop_11, Stop_9, Stop_37",14,Evening Peak,37,27.75,II,90
33,Stop_35,Stop_37,"Stop_35, Stop_17, Stop_32, Stop_11, Stop_9, Stop_37",14,Evening Off-Peak,25,27.75,I,60
33,Stop_35,Stop_37,"Stop_35, Stop_17, Stop_32, Stop_11, Stop_9, Stop_37",14,Evening Off-Peak,55,27.75,II,90
34,Stop_37,Stop_35,"Stop_37, Stop_34, Stop_29, Stop_9, Stop_35",17,Morning Peak,39,29.13,I,60
34,Stop_37,Stop_35,"Stop_37, Stop_34, Stop_29, Stop_9, Stop_35",17,Morning Peak,46,29.13,II,90
34,Stop_37,Stop_35,"Stop_37, Stop_34, Stop_29, Stop_9, Stop_35",17,Morning Off-Peak,35,29.13,I,60
34,Stop_37,Stop_35,"Stop_37, Stop_34, Stop_29, Stop_9, Stop_35",17,Morning Off-Peak,30,29.13,II,90
34,Stop_37,Stop_35,"Stop_37, Stop_34, Stop_29, Stop_9, Stop_35",17,Evening Peak,34,29.13,I,60
34,Stop_37,Stop_35,"Stop_37, Stop_34, Stop_29, Stop_9, Stop_35",17,Evening Peak,33,29.13,II,90
34,Stop_37,Stop_35,"Stop_37, Stop_34, Stop_29, Stop_9, Stop_35",17,Evening Off-Peak,30,29.13,I,60
34,Stop_37,Stop_35,"Stop_37, Stop_34, Stop_29, Stop_9, Stop_35",17,Evening Off-Peak,43,29.13,II,90
35,Stop_35,Stop_12,"Stop_35, Stop_1, Stop_29, Stop_19, Stop_24, Stop_5, Stop_33, Stop_4, Stop_6, Stop_12",20,Morning Peak,32,27.25,I,60
35,Stop_35,Stop_12,"Stop_35, Stop_1, Stop_29, Stop_19, Stop_24, Stop_5, Stop_33, Stop_4, Stop_6, Stop_12",20,Morning Peak,41,27.25,II,90
35,Stop_35,Stop_12,"Stop_35, Stop_1, Stop_29, Stop_19, Stop_24, Stop_5, Stop_33, Stop_4, Stop_6, Stop_12",20,Morning Off-Peak,39,27.25,I,60
35,Stop_35,Stop_12,"Stop_35, Stop_1, Stop_29, Stop_19, Stop_24, Stop_5, Stop_33, Stop_4, Stop_6, Stop_12",20,Morning Off-Peak,52,27.25,II,90
35,Stop_35,Stop_12,"Stop_35, Stop_1, Stop_29, Stop_19, Stop_24, Stop_5, Stop_33, Stop_4, Stop_6, Stop_12",20,Evening Peak,38,27.25,I,60
35,Stop_35,Stop_12,"Stop_35, Stop_1, Stop_29, Stop_19, Stop_24, Stop_5, Stop_33, Stop_4, Stop_6, Stop_12",20,Evening Peak,36,27.25,II,90
35,Stop_35,Stop_12,"Stop_35, Stop_1, Stop_29, Stop_19, Stop_24, Stop_5, Stop_33, Stop_4, Stop_6, Stop_12",20,Evening Off-Peak,22,27.25,I,60
35,Stop_35,Stop_12,"Stop_35, Stop_1, Stop_29, Stop_19, Stop_24, Stop_5, Stop_33, Stop_4, Stop_6, Stop_12",20,Evening Off-Peak,48,27.25,II,90
36,Stop_12,Stop_26,"Stop_12, Stop_17, Stop_11, Stop_5, Stop_33, Stop_27, Stop_12, Stop_6, Stop_26",29,Morning Peak,24,28.96,I,60
36,Stop_12,Stop_26,"Stop_12, Stop_17, Stop_11, Stop_5, Stop_33, Stop_27, Stop_12, Stop_6, Stop_26",29,Morning Peak,30,28.96,II,90
36,Stop_12,Stop_26,"Stop_12, Stop_17, Stop_11, Stop_5, Stop_33, Stop_27, Stop_12, Stop_6, Stop_26",29,Morning Off-Peak,28,28.96,I,60
36,Stop_12,Stop_26,"Stop_12, Stop_17, Stop_11, Stop_5, Stop_33, Stop_27, Stop_12, Stop_6, Stop_26",29,Morning Off-Peak,56,28.96,II,90
36,Stop_12,Stop_26,"Stop_12, Stop_17, Stop_11, Stop_5, Stop_33, Stop_27, Stop_12, Stop_6, Stop_26",29,Evening Peak,26,28.96,I,60
36,Stop_12,Stop_26,"Stop_12, Stop_17, Stop_11, Stop_5, Stop_33, Stop_27, Stop_12, Stop_6, Stop_26",29,Evening Peak,49,28.96,II,90
36,Stop_12,Stop_26,"Stop_12, Stop_17, Stop_11, Stop_5, Stop_33, Stop_27, Stop_12, Stop_6, Stop_26",29,Evening Off-Peak,33,28.96,I,60
36,Stop_12,Stop_26,"Stop_12, Stop_17, Stop_11, Stop_5, Stop_33, Stop_27, Stop_12, Stop_6, Stop_26",29,Evening Off-Peak,51,28.96,II,90
37,Stop_26,Stop_39,"Stop_26, Stop_17, Stop_29, Stop_10, Stop_8, Stop_2, Stop_18, Stop_5, Stop_26, Stop_6, Stop_39",13,Morning Peak,39,29.09,I,60
37,Stop_26,Stop_39,"Stop_26, Stop_17, Stop_29, Stop_10, Stop_8, Stop_2, Stop_18, Stop_5, Stop_26, Stop_6, Stop_39",13,Morning Peak,46,29.09,II,90
37,Stop_26,Stop_39,"Stop_26, Stop_17, Stop_29, Stop_10, Stop_8, Stop_2, Stop_18, Stop_5, Stop_26, Stop_6, Stop_39",13,Morning Off-Peak,22,29.09,I,60
37,Stop_26,Stop_39,"Stop_26, Stop_17, Stop_29, Stop_10, Stop_8, Stop_2, Stop_18, Stop_5, Stop_26, Stop_6, Stop_39",13,Morning Off-Peak,32,29.09,II,90
37,Stop_26,Stop_39,"Stop_26, Stop_17, Stop_29, Stop_10, Stop_8, Stop_2, Stop_18, Stop_5, Stop_26, Stop_6, Stop_39",13,Evening Peak,29,29.09,I,60
37,Stop_26,Stop_39,"Stop_26, Stop_17, Stop_29, Stop_10, Stop_8, Stop_2, Stop_18, Stop_5, Stop_26, Stop_6, Stop_39",13,Evening Peak,60,29.09,II,90
37,Stop_26,Stop_39,"Stop_26, Stop_17, Stop_29, Stop_10, Stop_8, Stop_2, Stop_18, Stop_5, Stop_26, Stop_6, Stop_39",13,Evening Off-Peak,34,29.09,I,60
37,Stop_26,Stop_39,"Stop_26, Stop_17, Stop_29, Stop_10, Stop_8, Stop_2, Stop_18, Stop_5, Stop_26, Stop_6, Stop_39",13,Evening Off-Peak,38,29.09,II,90
38,Stop_39,Stop_29,"Stop_39, Stop_34, Stop_2, Stop_30, Stop_3, Stop_35, Stop_22, Stop_29",10,Morning Peak,29,17.51,I,60
38,Stop_39,Stop_29,"Stop_39, Stop_34, Stop_2, Stop_30, Stop_3, Stop_35, Stop_22, Stop_29",10,Morning Peak,45,17.51,II,90
38,Stop_39,Stop_29,"Stop_39, Stop_34, Stop_2, Stop_30, Stop_3, Stop_35, Stop_22, Stop_29",10,Morning Off-Peak,23,17.51,I,60
38,Stop_39,Stop_29,"Stop_39, Stop_34, Stop_2, Stop_30, Stop_3, Stop_35, Stop_22, Stop_29",10,Morning Off-Peak,58,17.51,II,90
38,Stop_39,Stop_29,"Stop_39, Stop_34, Stop_2, Stop_30, Stop_3, Stop_35, Stop_22, Stop_29",10,Evening Peak,29,17.51,I,60
